x,y,predict_label_neural,predict_label_1nn,predict_label_3nn,label,predict_label_NB,predict_label_svm
6.0616,-2.7815,5,5,5,5,5,5
-1.8257,-0.27641,5,5,5,5,46,5
5.2116,-3.4837,5,5,5,5,46,5
1.09,-5.2138,5,5,5,5,46,5
17.625,-14.914000000000001,5,5,5,5,46,5
-2.6378,-4.9193,5,5,5,5,6,5
2.7999,0.16445,5,5,5,5,86,5
-0.2765,-10.6,5,57,5,5,46,5
-0.32383,-10.558,5,5,5,5,46,5
0.11338,-3.6872,5,5,5,5,86,5
18.487000000000002,-14.037,5,5,5,5,5,5
-64.852,-29.71,5,89,0,5,79,5
-3.3232,-0.64761,5,12,12,5,31,5
-1.089,-10.85,5,5,5,5,97,5
-1.9599,-0.45331000000000005,5,5,5,5,86,5
-34.39,48.33,5,5,5,5,44,5
4.2087,-7.5089999999999995,5,5,5,5,6,5
6.6496,-6.5995,5,5,5,5,86,5
14.202,20.881999999999998,5,5,5,5,28,5
17.477999999999998,3.0615,5,5,5,5,29,5
16.33,1.8731,5,5,5,5,55,5
-14.98,-14.7,5,5,0,5,28,5
5.8088,-2.9164,5,5,5,5,86,5
27.171,-65.479,5,5,5,5,79,5
-2.8767,19.034000000000002,5,5,5,5,28,5
-2.8691,19.064,5,5,5,5,56,5
31.66,-0.31766,5,66,0,5,29,5
32.769,-11.149000000000001,5,5,5,5,29,5
-11.692,-13.495999999999999,5,5,5,5,29,5
-23.593000000000004,16.704,5,5,5,5,29,5
-75.827,10.762,6,5,5,5,7,7
5.3659,53.965,3,5,5,5,89,7
-42.181000000000004,38.28,6,5,5,5,7,7
37.135999999999996,27.144000000000002,7,5,5,5,78,7
48.441,36.102,7,5,5,5,78,7
43.516000000000005,25.195,7,5,5,5,78,7
42.415,28.695,7,5,5,5,78,7
-91.399,-10.436,5,12,12,5,12,5
-67.681,26.464000000000002,5,5,5,5,12,5
-85.54700000000001,-10.514000000000001,5,5,5,5,3,5
-80.68,20.709,5,5,5,5,3,5
82.539,19.128,5,5,5,5,3,5
-10.355,92.12299999999999,5,12,12,5,12,5
-85.10700000000001,17.368,5,5,5,5,3,5
-84.977,17.879,5,5,5,5,12,5
-84.18,19.51,5,5,5,5,3,5
-54.273,-2.8765,5,5,0,5,3,5
57.748999999999995,-58.492,5,5,5,5,12,5
3.8727,81.903,5,5,5,5,12,5
-85.568,-10.67,5,5,5,5,3,5
-24.590999999999998,79.086,5,5,5,5,3,5
82.586,19.244,5,5,5,5,3,5
7.9758,80.196,5,12,12,5,12,5
-70.903,45.636,5,5,5,5,12,5
59.463,-56.573,5,5,5,5,12,5
-21.427,79.72800000000001,5,5,5,5,3,5
-32.352,1.4872,5,5,5,5,28,5
-57.868,-2.1918,5,5,5,5,12,5
78.342,20.297,5,12,12,5,12,5
-0.61644,-99.45700000000001,5,5,5,5,2,12
-85.902,-11.519,5,5,5,5,3,5
-21.05,77.873,5,5,5,5,12,5
-57.191,-2.6935,5,5,5,5,12,5
-0.21670999999999999,-98.79899999999999,5,5,5,5,2,12
-90.524,-11.53,5,5,5,5,12,5
80.872,16.768,5,5,5,5,3,5
81.638,17.714000000000002,5,5,5,5,3,5
56.833,-58.258,5,5,5,5,3,5
7.902,80.215,5,5,5,5,87,5
-67.157,46.946999999999996,5,12,0,5,3,5
-65.006,24.258000000000003,5,5,5,5,12,5
21.153000000000002,69.851,5,6,0,5,79,5
-23.073,76.357,5,5,12,5,12,5
-67.665,26.811,5,5,5,5,12,5
-84.728,18.965,5,5,5,5,3,5
77.874,18.665,5,5,12,5,3,5
-86.176,-11.057,5,5,5,5,3,5
80.244,21.783,5,5,5,5,12,5
-65.395,17.602,3,5,5,5,7,7
15.439,49.784,3,5,5,5,89,7
-45.263000000000005,50.105,6,5,5,5,7,7
38.101,24.959,7,5,5,5,78,7
35.806,30.095,7,5,5,5,78,7
-2.8148,-97.18299999999999,5,3,0,5,2,3
-20.861,-90.318,3,5,5,5,2,3
-26.569000000000003,20.477999999999998,5,5,5,5,28,5
17.117,17.712,5,5,5,5,28,5
17.267,18.269000000000002,5,5,5,5,28,5
-26.205,2.0345,5,6,6,5,31,5
-34.01,-3.3676,5,9,0,5,28,5
27.142,-2.4419,5,5,5,5,28,5
25.706999999999997,10.761,5,5,5,5,29,5
16.2,-0.68362,5,5,5,5,29,5
-13.270999999999999,-8.5982,5,5,5,5,29,5
-13.139000000000001,-8.4582,5,5,5,5,31,5
16.861,15.845,5,5,5,5,31,5
-11.677999999999999,-13.542,5,5,5,5,31,5
-22.725,13.995,5,5,5,5,29,5
-12.825,-8.1591,5,5,5,5,31,5
-26.326999999999998,8.831,5,5,5,5,29,5
-11.892999999999999,-13.469000000000001,5,29,0,5,31,5
-15.888,-1.8245,5,5,5,5,56,5
-10.356,-12.054,5,5,5,5,31,5
13.163,11.059000000000001,5,5,0,5,31,5
10.527000000000001,3.9648,5,9,0,5,29,5
13.890999999999998,21.596999999999998,5,5,5,5,28,5
-23.914,16.993,5,5,5,5,29,5
-65.423,-30.11,5,5,5,5,79,5
-11.58,8.258,5,5,5,5,28,5
-26.665,20.546,5,5,5,5,28,5
32.062,-11.440999999999999,5,5,5,5,29,5
27.498,-66.444,5,5,5,5,79,5
-11.394,8.0114,5,66,0,5,97,5
-0.78259,17.267,5,5,5,5,28,5
-18.581,11.498,5,5,5,5,29,5
26.756,-7.7431,5,5,5,5,29,5
31.63,10.172,5,5,5,5,29,5
8.2311,-14.387,5,5,5,5,29,5
8.7104,-13.447000000000001,5,5,5,5,29,5
-68.26899999999999,-1.3614,5,5,5,5,79,5
-11.767000000000001,-13.425,5,5,5,5,28,5
31.557,10.079,5,5,5,5,29,5
24.302,1.3843,5,5,5,5,29,5
-16.222,11.460999999999999,5,5,5,5,29,5
-10.985999999999999,6.3732,5,5,5,5,28,5
34.545,11.898,5,5,5,5,29,5
75.139,-9.6919,6,7,0,5,11,7
2.6851,54.291000000000004,6,7,0,5,89,7
57.071000000000005,61.309,6,5,5,5,79,7
26.783,33.164,7,3,0,5,78,7
40.735,23.104,7,5,5,5,78,7
27.375999999999998,38.935,7,5,5,5,78,7
27.895,27.198,7,3,0,5,78,7
-21.204,-0.31171,5,5,5,5,28,5
31.430999999999997,12.812999999999999,5,5,5,5,29,5
6.4872,-13.905,5,57,0,5,29,5
3.0851,15.033,5,5,5,5,28,5
-27.445,-1.4194,5,5,5,5,31,5
16.874000000000002,16.084,5,5,5,5,28,5
4.0531,17.243,5,5,5,5,28,5
2.9772,15.152000000000001,5,6,6,5,28,5
2.0356,13.921,5,5,5,5,28,5
2.0898,13.812999999999999,5,5,6,5,28,5
-28.344,-3.3487,5,5,5,5,28,5
10.452,-21.64,5,5,0,5,29,5
34.441,12.675999999999998,5,5,5,5,29,5
26.673000000000002,10.800999999999998,5,5,5,5,29,5
-12.894,-11.776,5,5,5,5,31,5
35.317,9.6498,5,5,5,5,29,5
-16.480999999999998,-3.298,5,5,5,5,97,5
9.796,12.275,5,5,5,5,31,5
-28.305999999999997,-3.2494,5,5,5,5,31,5
34.434,12.564,5,5,5,5,29,5
32.617,-10.63,5,12,0,5,29,5
-22.491999999999997,23.331,5,5,5,5,29,5
-37.944,55.015,5,5,5,5,79,12
-21.859,23.037,5,5,0,5,31,5
-21.221,-0.31477,5,5,5,5,28,5
-23.769000000000002,16.902,5,5,5,5,28,5
27.443,-66.2,5,5,5,5,79,12
-21.511999999999997,0.20232,5,5,5,5,31,5
31.212,-6.8197,5,12,12,5,29,5
-33.94,0.8390799999999999,5,5,5,5,28,5
14.154000000000002,20.835,5,5,5,5,28,5
-23.664,-6.2694,5,5,5,5,28,5
-9.8629,5.6691,5,5,5,5,28,5
31.846,-0.29696,5,5,5,5,28,5
-8.2702,59.496,5,5,5,5,79,12
-34.165,0.41803,5,5,5,5,28,5
6.0551,21.209,5,5,5,5,28,5
23.325,9.6364,5,5,0,5,55,5
-23.776,-6.2008,5,5,5,5,28,5
-23.69,-6.292000000000001,5,5,5,5,28,5
25.23,-2.7595,5,5,5,5,29,5
-79.415,6.2976,6,21,21,5,7,7
4.5073,54.358999999999995,3,5,5,5,89,7
-44.181999999999995,38.384,6,12,0,5,7,7
29.811999999999998,22.488000000000003,7,3,3,5,78,7
31.809,29.316999999999997,7,5,5,5,78,7
44.476000000000006,29.96,7,5,5,5,78,7
36.631,30.069000000000003,7,5,5,5,78,7
3.4551,-13.81,5,5,5,5,31,5
19.701,-6.4279,5,5,5,5,31,5
-15.642000000000001,2.4833,5,12,12,5,31,5
-28.176,-3.6114,5,5,5,5,31,5
-4.0121,4.0576,5,12,0,5,31,5
14.212,10.059,5,5,5,5,5,5
19.706,-6.4531,5,5,5,5,31,5
34.147,11.898,5,5,5,5,5,5
26.633000000000003,11.168,5,5,12,5,31,5
-12.953,1.9941,5,5,5,5,5,5
18.316,-6.6116,5,12,12,5,29,5
-15.192,0.56266,5,5,5,5,31,5
16.909000000000002,15.113,5,5,5,5,31,5
-13.056,-10.554,5,5,5,5,31,5
3.4395,-15.345999999999998,5,5,5,5,31,5
-23.346999999999998,10.458,5,5,5,5,31,5
31.537,8.6462,5,5,5,5,31,5
16.495,-6.8281,5,5,5,5,31,5
-27.247,-1.2576,5,5,5,5,31,5
-31.855999999999998,10.639000000000001,5,5,5,5,29,5
-15.237,1.2811,5,5,5,5,31,5
-15.33,0.8683700000000001,5,12,5,5,31,5
-65.411,-29.97,12,5,5,5,44,12
16.631,-6.9601,5,12,12,5,31,5
31.331,-0.2513,5,31,5,5,31,5
13.333,20.097,5,12,12,5,31,5
-1.4669999999999999,-79.46300000000001,12,5,5,5,79,12
-1.2785,9.3046,5,5,5,5,31,5
-10.859000000000002,8.8064,5,5,5,5,31,5
12.775,9.1076,5,5,5,5,28,5
25.068,-7.6438,5,28,0,5,28,5
-23.804000000000002,-6.1912,5,5,5,5,28,5
-33.927,0.75368,5,5,5,5,28,5
-21.197,-0.29536999999999997,5,5,5,5,31,5
-0.8066800000000001,-80.169,12,5,5,5,79,12
-12.335,-7.6399,5,5,0,5,28,5
-23.695,16.616,5,5,5,5,28,5
5.4869,-17.042,5,66,66,5,29,5
-21.426,-0.0092807,5,5,5,5,28,5
3.5558,17.621,5,28,0,5,28,5
-23.814,-6.114,5,5,5,5,28,5
-69.419,15.370999999999999,6,5,5,5,11,7
56.856,16.279,6,5,5,5,89,7
48.868,55.338,6,5,5,5,7,7
42.849,34.191,7,5,5,5,78,7
44.019,31.388,7,5,5,5,78,7
31.043000000000003,23.101,7,5,5,5,78,7
32.181,29.171999999999997,7,5,5,5,78,7
-8.6038,89.185,5,5,5,5,3,5
-85.55799999999999,-9.2808,5,5,5,5,3,5
82.537,19.17,5,5,5,5,3,5
-23.342,76.771,5,5,5,5,87,5
5.0958,81.101,5,5,5,5,87,5
-8.9411,92.461,5,5,5,5,3,5
-8.0527,90.538,5,5,5,5,3,5
59.461000000000006,-53.181000000000004,5,5,5,5,81,5
-89.863,-11.804,5,5,5,5,12,5
4.0253,81.584,5,5,5,5,3,5
-54.854,-3.12,5,5,5,5,3,5
-55.606,29.013,5,5,5,5,3,5
4.9601,81.17699999999999,5,5,5,5,87,5
-51.775,28.618000000000002,5,5,5,5,3,5
-11.130999999999998,90.361,5,5,5,5,3,5
-10.638,91.73100000000001,5,5,5,5,12,5
-66.744,44.951,5,5,5,5,3,5
-10.753,89.28299999999999,5,5,5,5,3,5
-58.353,-0.42489,5,5,5,5,3,5
23.194000000000003,9.9782,5,5,5,5,55,5
-63.974,26.85,5,5,5,5,3,5
-54.297,-2.8218,5,5,5,5,3,5
-0.38443,-99.346,5,5,5,5,2,12
59.646,-56.633,5,5,5,5,81,5
82.506,19.166,5,5,5,5,3,5
-67.505,26.717,5,5,5,5,12,5
-53.091,-68.506,5,5,5,5,2,12
55.718999999999994,-53.031000000000006,5,5,5,5,3,5
-91.417,-10.389000000000001,5,115,12,5,3,5
-58.595,-1.3968,5,5,5,5,12,5
-85.869,-10.280999999999999,5,5,5,5,3,5
-81.209,20.578000000000003,5,5,5,5,3,5
-24.664,78.215,5,5,5,5,3,5
-22.709,76.39,5,12,12,5,12,5
25.601999999999997,73.464,5,12,12,5,79,12
-20.523000000000003,78.452,5,5,5,5,12,5
-68.785,43.708999999999996,5,5,5,5,3,5
-6.9786,90.473,5,109,109,5,3,5
-85.17200000000001,16.063,5,5,5,5,12,5
59.571999999999996,-55.117,5,5,5,5,81,5
77.866,18.745,5,5,5,5,3,5
-78.86,7.1305,6,5,5,5,9,7
4.4128,54.233000000000004,3,7,0,5,89,7
-45.263000000000005,38.604,6,5,5,5,7,7
29.703000000000003,30.734,7,5,5,5,78,7
30.886,20.872,7,5,5,5,78,7
9.8761,97.244,3,5,5,5,2,3
-51.967,-65.959,3,12,12,5,2,3
6.1139,8.7948,5,5,5,5,28,5
21.346,0.18507,5,5,5,5,29,5
-28.377,-3.4103,5,5,5,5,28,5
1.4687,11.102,5,5,5,5,28,5
6.2336,20.853,5,5,5,5,6,5
13.788,9.9494,5,5,5,5,6,5
21.796,-1.4544,5,5,5,5,29,5
4.9662,-16.076,5,6,6,5,29,5
-27.483,-1.3119,5,5,5,5,28,5
16.789,16.26,5,5,5,5,28,5
6.2939,-13.985,5,5,5,5,29,5
31.314,-3.5586,5,5,5,5,29,5
-14.954,-11.012,5,5,5,5,29,5
-23.249000000000002,14.322000000000001,5,5,5,5,29,5
26.921,13.752,5,5,5,5,31,5
8.8795,-13.448,5,12,0,5,31,5
9.0232,13.054,5,6,0,5,6,5
-26.92,20.872,5,5,0,5,28,5
17.227999999999998,17.893,5,5,5,5,6,5
21.435,-6.5817,5,5,5,5,29,5
4.6782,21.823,5,5,5,5,28,5
15.375,1.1521,5,5,5,5,29,5
27.326999999999998,74.048,5,56,56,5,79,5
-11.873,-16.197,5,5,5,5,29,5
10.549000000000001,11.267000000000001,5,5,5,5,31,5
19.997,7.1013,5,5,5,5,29,5
-66.01,-6.0842,5,5,5,5,79,5
8.7395,-13.463,5,5,5,5,31,5
10.794,-17.637999999999998,5,57,0,5,29,5
1.4716,14.294,5,5,5,5,28,5
26.076999999999998,-0.42853,5,5,5,5,29,5
-29.785,4.9216,5,5,5,5,28,5
32.441,10.873,5,5,5,5,29,5
-34.025,0.96706,5,5,5,5,28,5
27.436999999999998,-65.765,5,5,5,5,79,5
8.5598,-13.449000000000002,5,5,5,5,29,5
16.817,2.574,5,5,5,5,55,5
16.663,2.3354,5,5,5,5,55,5
10.085,-21.559,5,5,5,5,29,5
-14.888,-14.658,5,5,5,5,28,5
-14.13,9.0868,5,5,5,5,28,5
-0.64198,75.571,6,5,5,5,7,7
57.111000000000004,16.055999999999997,6,5,5,5,89,7
49.376000000000005,55.898,6,107,0,5,7,7
30.355,33.871,7,5,5,5,78,7
31.689,24.919,7,5,5,5,78,7
43.603,35.994,7,5,5,5,78,7
40.356,42.695,7,5,5,5,78,7
22.588,-80.185,6,5,5,5,66,9
-83.008,-20.941999999999997,6,6,6,6,66,6
-44.263000000000005,75.513,6,6,6,6,66,10
-80.884,-19.875999999999998,6,9,0,6,41,9
-44.266999999999996,75.49,6,6,0,6,41,10
33.921,-72.251,6,6,6,6,66,6
72.801,32.63,9,6,6,6,66,9
-83.28399999999999,-21.272,6,6,6,6,41,6
-32.893,-75.993,9,10,10,6,41,9
21.822,-81.433,6,6,6,6,41,9
78.024,33.979,6,6,6,6,41,9
-70.351,-19.927,6,6,6,6,66,9
-65.72399999999999,-18.998,6,6,6,6,41,9
43.852,-64.313,9,9,9,6,66,9
-68.054,-21.743000000000002,6,6,6,6,41,9
-70.337,-19.896,9,6,0,6,66,9
11.714,-72.056,6,17,0,6,66,6
-67.02199999999999,-21.221,6,6,6,6,41,9
72.8,32.411,6,6,6,6,41,6
-45.31,5.3078,6,6,6,6,49,6
43.277,65.291,6,11,0,6,66,9
43.375,65.203,6,6,6,6,66,9
0.43623,97.823,7,6,6,6,2,7
22.605,-80.139,6,6,6,6,66,9
-31.63,-61.711000000000006,9,6,6,6,41,11
-34.3,-60.345,6,6,6,6,41,6
-76.273,35.446,7,6,6,6,2,7
22.45,-80.21300000000001,6,6,6,6,41,9
